 Population,Total area of land transferred squaremeters,Houseage,shiftinglevel,Total number of floors,building state,Building transfer total area squaremeters,Room,Hall,Bathroom,Compartment,management,Unit price square meters
2.7,47.25,39,0,2,3,86.07,3,1,3,1,0,40665
2.7,73,50,0,2,3,91.88,3,1,2,1,0,54419
2.7,10.49,23,6,16,5,106.97,3,2,2,1,1,27204
2.7,319.86,27,0,2,3,165.32,5,2,3,1,0,50508
2.7,112.89,19,0,4,3,192.07,4,2,3,1,1,43734
2.7,43,80,0,1,3,30.96,3,1,2,1,0,83979
2.7,74.71,40,0,4,3,237.6,4,4,4,1,0,9470
2.7,75,53,0,2,3,95.76,3,2,2,1,0,44904
2.7,101.07,31,0,2,3,158.55,4,3,3,1,0,65342
2.7,23.48,23,12,12,5,142.16,4,2,4,1,0,33765
2.7,76.69,20,0,3,3,157.61,4,2,3,1,0,52662
2.7,139.09,29,0,2,3,152.14,4,3,2,1,0,27606
2.7,151,30,0,3,3,349.08,8,2,5,1,0,64971
2.7,81.74,47,0,1,3,53.4,3,1,1,1,0,28090
2.7,19.74,25,6,10,4,112.93,3,2,2,1,1,29664
2.7,47.25,40,0,2,3,86.07,3,1,2,1,0,44150
2.7,89.11,28,0,3,3,142.35,7,1,2,1,0,56902
2.7,22.28,26,1,7,4,122.84,3,1,2,1,1,29306
2.7,20.36,26,1,7,4,139.29,3,2,2,1,1,36614
2.7,171,54,0,2,3,112.35,4,1,2,1,0,149533
2.7,21.17,25,7,10,4,118.42,3,2,2,1,1,33609
2.7,25.51,26,3,6,4,108.52,3,2,2,1,1,35017
2.7,80,41,0,2,3,123.2,3,2,2,1,0,28815
2.7,24.72,21,7,8,4,163.37,2,2,2,1,1,39787
2.7,80.79,24,0,4,3,198.82,5,3,3,1,0,37723
2.7,79.98,32,0,2,3,137.15,3,2,2,1,0,44185
2.7,17.5,39,4,4,2,51.35,2,1,1,1,0,38948
2.7,12.24,24,6,16,5,125.36,3,1,2,1,1,29196
2.7,20.91,26,7,7,4,106.18,3,2,2,1,1,29384
2.7,17.5,39,2,2,2,51.35,2,1,1,1,0,48685
2.7,63.28,42,0,2,3,61.04,4,1,2,1,0,43687
2.7,74,38,0,3,3,121.44,6,3,3,1,0,49407
2.7,13.39,25,9,10,4,124.57,3,2,2,1,0,36124
2.7,79,58,0,2,3,108.36,2,1,2,1,0,35068
2.7,11.37,24,14,16,5,112.43,3,1,2,1,1,23837
2.7,211,37,0,3,3,343.59,6,2,5,1,0,80037
2.7,26.89,62,0,1,3,19.46,3,1,1,1,0,25694
2.7,18.44,26,8,8,4,102.27,3,2,2,1,1,42828
2.7,10.49,24,5,16,5,104.92,3,2,2,1,1,28593
2.7,19.02,25,6,10,4,109.47,3,2,2,1,0,29232
2.7,13.55,24,16,16,5,136.11,3,2,2,1,1,27772
2.7,84.75,32,0,2,3,137.15,4,1,2,1,0,41560
2.7,95,39,0,2,3,113.85,4,2,3,1,0,60430
2.7,80,41,0,2,3,123.2,3,2,2,1,0,30032
2.7,55.99,43,0,2,3,61.35,3,2,2,1,0,32600
2.7,18.44,26,8,8,4,103.32,3,2,2,1,1,42393
2.7,15.23,24,4,12,5,94.04,2,1,1,1,0,29775
2.7,12.24,24,6,16,5,125.12,3,2,2,1,1,28373
2.7,115,49,0,2,3,106.8,7,2,2,1,0,60393
2.7,17.33,26,6,7,4,116.72,2,1,2,1,1,33413
2.7,21.89,25,7,10,4,123.76,3,1,2,1,1,30705
2.7,97.31,18,0,4,3,135.09,4,1,3,1,0,66622
10.19,30.13,28,2,7,4,199.46,3,2,2,1,1,40509
10.19,15.5,4,11,12,5,128.47,2,2,1,1,1,52308
10.19,17.13,25,7,8,4,140.25,3,2,2,1,1,40642
10.19,13.59,19,6,13,5,112.77,3,2,2,1,1,39904
10.19,24,34,2,5,2,81.6,3,2,1,1,0,50245
10.19,20.91,18,16,16,5,173.58,3,2,2,1,1,64204
10.19,13.81,25,1,8,4,79.76,2,2,1,1,1,62688
10.19,22.87,26,11,12,5,137.33,3,1,2,1,1,47186
10.19,14.76,25,7,7,4,105.31,3,2,2,1,0,43206
10.19,9.85,22,11,14,5,96,2,2,2,1,1,48958
10.19,22.93,30,2,5,2,82.5,2,1,1,1,0,48242
10.19,9.21,25,13,16,5,107.03,3,2,2,1,1,47650
10.19,7.97,11,13,14,5,65.21,1,1,1,1,1,67168
10.19,22.37,24,9,9,4,130.08,4,2,2,1,1,42282
10.19,8.12,22,16,16,5,101.45,2,2,1,1,1,55106
10.19,23.13,27,14,16,5,174.17,3,2,2,1,1,47253
10.19,13.63,18,2,14,5,126.53,3,2,1,1,1,56113
10.19,20.91,18,13,16,5,174.41,4,2,2,1,1,59630
10.19,22.76,26,4,5,2,92.36,2,2,1,1,0,30316
10.19,4,23,7,16,5,34.48,1,1,1,1,1,42053
10.19,344.34,12,0,4,3,422.49,0,0,0,0,0,75741
10.19,85,30,0,2,3,143.3,5,1,3,1,0,62805
10.19,8.41,11,3,14,5,69.08,2,2,2,1,1,76723
10.19,30.25,33,2,5,2,112.45,3,2,2,1,0,37795
10.19,11.8,6,9,14,5,126.52,2,2,1,1,1,66465
10.19,11.62,24,10,15,5,96.13,3,2,2,1,1,39530
10.19,4.9,24,5,9,4,28.45,1,0,1,1,1,45694
10.19,12.9,25,6,7,4,77.28,2,2,1,1,1,59265
10.19,17.92,27,4,7,4,117.16,3,2,2,1,1,44384
10.19,20.74,25,5,7,4,126.4,3,2,2,1,1,53797
10.19,32.05,39,4,4,2,82.29,3,2,2,1,0,62584
10.19,26.3,24,2,8,4,150.46,3,2,2,1,1,39878
10.19,16.63,6,11,14,5,163.86,4,2,2,1,1,64079
10.19,10.25,5,21,22,5,120.35,2,2,2,1,1,89572
10.19,16.41,23,10,10,4,88.14,2,1,2,1,1,45950
10.19,6.25,25,7,7,1,34.24,1,1,1,1,1,49065
10.19,2.94,23,16,16,1,26.69,1,0,1,1,1,48707
10.19,10,24,3,7,4,48.08,1,1,1,1,1,40557
10.19,23.64,26,1,8,4,128.09,3,2,2,1,1,57616
10.19,5.26,34,4,7,1,34.99,0,0,0,1,1,61446
10.19,22,26,2,6,4,108.39,3,2,2,1,1,32291
10.19,20.27,24,9,9,4,114.6,3,2,2,1,1,46422
10.19,15.29,25,4,7,4,104.47,2,2,2,1,1,43840
10.19,15.94,4,6,10,4,100.63,3,2,2,1,1,56743
10.19,6.76,24,4,9,4,39.62,1,0,1,1,1,45432
10.19,26.6,28,5,5,2,109.32,6,4,4,1,0,44640
10.19,19.53,26,11,13,5,145.11,3,2,2,1,1,38385
10.19,26.59,6,13,15,5,231.55,3,2,2,1,1,72555
10.19,9.57,5,18,22,5,97.53,2,2,2,1,1,73311
10.19,10.35,27,2,5,2,41.74,2,1,1,1,0,29468
10.19,27.79,4,10,19,5,245.03,3,2,2,1,1,97049
10.19,34.17,8,13,15,5,226.97,3,2,2,1,1,62563
10.19,14.98,36,3,5,2,52.69,2,1,1,1,0,49345
10.19,17.24,26,5,8,4,95.21,3,2,2,1,1,37811
10.19,133.73,30,0,2,3,140.93,6,3,4,1,0,55347
10.19,10.02,24,12,17,5,125.97,3,2,2,1,1,50806
10.19,97,37,0,2,3,119.28,4,2,2,1,0,86351
10.19,9.8,24,8,9,4,59.97,2,1,1,1,1,54194
10.19,18.72,25,7,7,4,132.3,3,2,2,1,1,27211
10.19,10.87,22,19,22,5,102.69,3,2,1,1,1,50443
10.19,15.5,26,7,7,4,90.87,3,2,1,1,1,44014
10.19,105,38,0,2,3,91.96,3,2,2,1,0,139191
10.19,24.44,33,3,5,2,83.67,3,2,1,1,0,19123
10.19,41.5,21,0,4,3,102.23,4,2,3,1,0,68473
10.19,14.84,19,4,9,4,109.38,3,1,1,1,1,53026
10.19,21.56,26,6,11,5,139.68,3,2,2,1,1,37944
10.19,91,45,0,1,3,54.18,2,1,1,1,0,73828
10.19,12.33,24,7,9,4,71.43,2,1,1,1,1,47319
10.19,17.45,7,6,12,5,105.05,2,2,1,1,1,56236
10.19,16.5,21,15,21,5,194.93,4,2,2,1,1,53456
10.19,9.5,24,7,8,4,100.88,2,1,1,1,1,51546
10.19,8.12,21,9,15,5,86.98,2,2,1,1,1,37940
10.19,32.62,35,4,4,2,91.91,3,2,1,1,0,43086
10.19,17.54,26,5,7,4,135.68,3,2,2,1,1,39800
10.19,22.86,23,10,11,5,148.98,3,2,2,1,1,51014
10.19,22.66,24,3,9,4,152.88,3,2,2,1,1,45133
10.19,22.14,26,3,13,5,165.37,4,2,2,1,1,36887
10.19,19.51,26,4,7,4,131.9,4,2,2,1,1,43442
10.19,88,31,0,2,3,109.38,4,2,2,1,0,68568
10.19,14.31,6,5,14,5,139.15,3,2,2,1,1,63241
10.19,23.12,4,14,14,5,148.79,3,2,2,1,1,53767
10.19,23.19,30,2,5,2,99.09,3,1,2,1,0,45413
10.19,20.83,24,3,7,4,123.31,3,2,2,1,1,47685
10.19,14.3,24,3,16,5,127.96,3,2,2,1,1,47671
10.19,129.49,27,0,4,3,502.46,5,2,6,1,1,38570
10.19,59,46,0,2,3,79.18,2,1,2,1,0,58095
10.19,32.26,24,4,9,4,193.43,4,2,2,1,1,35672
10.19,15.98,24,6,9,4,99.1,3,2,2,1,1,37841
10.19,18.85,4,11,12,5,130.42,2,2,1,1,1,62260
10.19,117,45,0,2,3,128.96,4,2,3,1,0,116315
10.19,29.24,18,5,5,2,115.67,4,2,2,1,0,33111
10.19,18.67,24,2,12,5,153.92,4,2,2,1,1,51520
10.19,24.6,28,5,7,4,143.49,3,2,2,1,1,37215
10.19,66,41,0,2,3,95.68,2,2,2,1,0,73161
10.19,19.15,25,4,8,4,116.13,3,2,2,1,1,43055
10.19,34.93,4,11,12,5,204.61,4,2,2,1,1,68423
10.19,13.76,4,4,11,5,70.33,2,2,2,1,1,63273
10.19,34.29,38,3,5,2,86.67,3,1,2,1,0,36922
10.19,17.75,31,5,5,2,87.34,3,2,2,1,0,34349
10.19,17.69,7,3,12,5,127.1,2,2,1,1,1,46263
10.19,26.6,28,5,5,2,112.33,2,2,2,1,0,42286
10.19,40,48,0,2,3,57.8,3,1,1,1,0,86505
10.19,11.75,11,5,15,5,124.12,3,2,2,1,1,61876
10.19,29.14,4,2,15,5,261.46,3,2,2,1,1,63107
10.19,102,45,0,1,3,55.08,3,1,1,1,0,172476
10.19,100,33,0,2,3,134.47,4,2,2,1,0,95560
10.19,10.87,25,4,7,4,72.92,3,2,2,1,1,41135
10.19,19.83,8,14,15,5,178.72,3,2,2,1,1,74418
10.19,11.37,24,6,12,5,97.63,3,2,2,1,1,54082
10.19,13.94,28,7,7,4,86.16,2,1,1,1,0,43524
10.19,7.9,23,15,22,5,116.36,2,2,2,1,1,42970
10.19,20.97,25,4,11,5,127.84,3,2,2,1,1,43961
10.19,13.76,4,7,11,5,84.62,2,1,2,1,1,61675
10.19,8.91,11,6,14,1,86.29,1,1,1,1,1,65825
10.19,4.29,25,3,8,1,24.39,1,1,1,1,1,43050
10.19,20.39,4,10,15,5,180.7,3,2,2,1,1,58661
10.19,14.17,23,9,16,5,130.31,3,2,2,1,1,53718
10.19,15.56,24,4,13,5,128.96,3,2,2,1,1,51179
10.19,28.84,27,7,7,4,180.52,4,2,2,1,1,41547
10.19,23.01,32,2,5,2,89.38,3,2,2,1,0,15966
10.19,22.9,35,4,5,2,86.8,3,2,2,1,0,39804
10.19,15.57,26,10,14,5,144.27,3,2,2,1,1,45051
10.19,23.48,26,5,7,4,112.67,3,2,2,1,1,36833
10.19,5.41,22,15,16,1,59.84,1,1,1,1,1,34258
10.19,23.06,7,5,12,5,159.49,3,2,2,1,1,48906
10.19,21.73,24,13,19,5,257.96,5,3,3,1,1,38766
10.19,19.59,23,3,11,5,154.01,3,2,2,1,1,42205
10.19,67,47,0,2,3,83.24,2,2,2,1,0,56463
10.19,58,47,0,2,3,82,2,2,2,1,0,54878
10.19,24.87,23,5,8,4,109.3,3,2,2,1,1,32022
10.19,73,46,0,1,3,56.85,2,1,1,1,0,84433
10.19,68,48,0,2,3,82.25,4,3,3,1,0,85106
10.19,5.54,25,5,8,1,31.37,1,1,1,1,1,43035
10.19,30.75,30,4,5,2,139.87,6,1,6,1,1,48974
10.19,18.57,24,4,10,4,96.46,3,2,2,1,1,45506
10.19,151,45,0,1,3,72.92,3,2,2,1,0,174163
10.19,3.59,23,7,16,1,27.1,1,0,1,1,1,47970
10.19,28.09,5,10,14,5,160.62,3,2,2,1,1,73154
10.19,22.7,28,1,6,4,100.09,2,1,1,1,1,43461
10.19,16.76,4,10,14,5,141.99,3,2,2,1,0,69577
10.19,11.98,25,4,12,5,101.54,3,2,2,1,1,45795
10.19,132.68,28,0,5,3,402.35,5,2,4,1,0,19883
10.19,2.69,23,12,24,1,37.61,1,0,1,1,1,46530
10.19,24.95,4,6,12,5,152.02,3,2,2,1,1,69596
10.19,19.39,7,11,12,5,116.59,2,2,1,1,1,52578
10.19,26.24,31,3,5,2,112.34,3,2,2,1,1,42549
10.19,37.53,30,5,5,2,146.43,4,2,2,1,1,34556
10.19,20.42,24,5,7,4,121.28,5,2,3,1,1,49885
10.19,6.15,22,19,22,5,102.13,2,2,1,1,1,58749
10.19,142.18,4,0,4,3,297.1,4,3,5,1,0,84147
10.19,26.21,5,6,12,5,131.61,2,1,1,1,1,62153
10.19,4,23,10,16,5,34.48,1,1,1,1,1,48724
10.19,82,45,0,2,3,93.06,4,2,3,1,0,112830
10.19,21.79,7,8,12,5,131.09,3,2,2,1,1,51873
10.19,10.58,5,19,22,5,124.76,2,2,2,1,1,71337
10.19,17.72,25,11,12,5,157.08,3,2,2,1,1,46346
10.19,16.12,23,6,12,5,119.9,3,2,2,1,1,50709
10.19,26.6,28,3,5,2,112.33,4,2,2,1,1,47182
10.19,27.21,36,1,5,2,92.2,3,2,2,1,0,68330
10.19,23.04,25,2,8,4,133.2,3,2,2,1,1,46547
10.19,18.49,24,8,9,4,106.63,3,2,2,1,1,51580
10.19,28.57,24,3,12,5,173.14,3,2,2,1,1,34654
10.19,104.67,8,3,3,2,169.27,3,2,2,1,0,53169
10.19,9.2,23,5,12,5,68.23,3,2,2,1,1,45435
10.19,42.1,28,1,7,4,225.16,3,2,2,1,1,51075
10.19,21.92,5,21,24,5,222.91,4,2,2,1,1,73797
10.19,23.26,7,3,12,5,158.19,3,2,2,1,1,46337
10.19,32,28,5,7,4,179.18,4,2,2,1,1,37393
10.19,22.58,11,13,14,5,224.93,4,2,2,1,1,77135
10.19,21.48,27,5,6,4,135.78,3,2,2,1,1,39031
10.19,11.29,23,13,14,5,122.06,3,2,2,1,1,41373
10.19,9.24,5,3,22,5,94.14,2,1,2,1,1,73083
10.19,11.72,27,4,7,4,63.53,2,2,1,1,1,52731
10.19,24.08,27,9,13,5,160.76,4,2,2,1,1,32346
10.19,15.72,25,12,12,5,140.48,3,2,2,1,0,48409
10.19,7.52,23,12,14,5,79.2,2,1,1,1,1,49242
10.19,26.6,28,5,5,2,107.2,3,2,2,1,0,37407
10.19,21.33,24,4,10,4,117.5,3,2,2,1,1,42553
10.19,154,45,0,2,3,114.66,3,2,2,1,0,55381
10.19,26.86,26,13,16,5,240.79,4,2,2,1,1,51912
10.19,14.58,26,2,7,4,79.19,3,2,2,1,1,31421
10.19,15.57,25,4,12,5,146.81,3,2,2,1,1,52449
10.19,61,25,3,4,2,110.67,4,2,2,1,0,51324
10.19,16.24,26,3,7,4,127.85,3,2,2,1,1,46148
10.19,21.07,35,5,5,2,72.9,3,2,2,1,0,49108
10.19,22.14,4,6,12,5,208.63,3,2,2,1,1,42276
10.19,29.32,27,3,15,5,194.77,4,2,2,1,1,43420
10.19,103,31,0,2,3,167.31,4,3,3,1,0,101608
10.19,10.5,5,8,22,5,125.14,2,2,2,1,1,76794
10.19,36.27,9,15,19,5,309.28,5,2,2,1,1,67460
10.19,10.83,24,17,17,5,141.44,3,2,2,1,1,48077
10.19,24.23,24,7,8,4,185.13,3,2,2,1,1,37271
10.19,26.91,31,3,5,2,94.42,3,2,2,1,1,45541
10.19,15.65,5,13,13,5,141.62,3,2,2,1,1,52817
10.19,107,25,0,4,3,252.69,5,3,6,1,0,53425
10.19,21.89,32,4,5,2,98.02,3,2,2,1,1,39278
10.19,15.5,4,4,12,5,112.44,2,2,1,1,1,53806
10.19,11.71,20,11,25,5,147.73,3,2,2,1,0,54491
10.19,22.85,25,7,7,4,107.13,3,2,2,1,1,34351
10.19,6.12,26,6,7,1,36.43,1,1,1,1,1,41175
10.19,10.18,25,7,8,4,76.1,2,2,1,1,0,59133
10.19,145,45,0,1,3,72.05,3,1,1,1,0,158223
10.19,33,38,3,4,2,112.37,4,2,2,1,0,37377
10.19,29.4,29,3,5,2,102.94,3,2,2,1,1,50126
10.19,19.18,7,7,15,5,182.17,3,2,2,1,1,86910
10.19,420,45,0,1,3,55.25,3,2,1,1,0,565792
10.19,15.02,25,13,13,5,124.18,3,2,2,1,1,45498
10.19,8.74,11,11,15,5,92.36,2,2,1,1,1,73625
10.19,103,45,0,1,3,74.96,3,2,1,1,0,176094
10.19,81,38,0,2,3,99.4,5,2,2,1,0,103622
10.19,26.92,13,2,11,5,161.09,3,2,2,1,1,50903
10.19,23.11,25,8,9,4,131.6,3,2,2,1,1,50152
10.19,4.06,22,12,16,1,42.18,1,0,1,1,1,49787
10.19,15.2,26,7,16,5,166.37,4,2,2,1,1,46883
10.19,7.68,23,14,14,5,114.94,3,2,2,1,1,47677
10.19,19.41,25,6,6,4,100.08,3,2,2,1,1,44964
10.19,15.46,25,10,13,5,134.83,3,2,2,1,1,37084
10.19,19.39,7,5,10,4,105.49,4,0,4,1,1,49294
10.19,20.59,36,4,5,2,61.98,2,2,1,1,0,30655
10.19,25,32,5,5,2,91.36,4,2,3,1,0,39405
10.19,21.96,5,9,14,5,202.29,4,2,2,1,1,52894
10.19,9.54,24,15,15,5,76.88,2,2,1,1,1,49428
10.19,10.32,26,3,14,5,126.28,3,2,2,1,1,44979
10.19,13.32,24,11,15,5,127.73,3,2,2,1,1,44234
10.19,15.94,4,9,11,5,98.48,4,2,2,1,1,56357
10.19,16.74,35,5,5,1,71.4,2,1,1,1,0,35014
10.19,17.42,25,7,8,4,108.05,3,2,2,1,1,53679
10.19,27.15,7,2,12,5,163.37,3,2,2,1,1,47438
10.19,12.21,25,5,7,4,90.59,3,1,1,1,0,27597
10.19,23.03,31,5,5,2,112.94,4,2,2,1,1,28331
10.19,7.8,20,16,25,5,99.01,3,2,1,1,1,53530
10.19,16.47,5,11,13,5,156.11,3,2,2,1,1,56617
10.19,28.32,4,7,15,5,250.64,4,2,2,1,1,61443
10.19,46.46,17,5,14,5,303.8,3,2,2,1,1,88874
10.19,32,28,4,7,4,177.48,4,2,2,1,1,36511
10.19,97,35,0,2,3,86.34,4,2,2,1,0,118717
10.19,21.02,26,6,8,4,116.09,3,2,2,1,1,51253
10.19,15.15,12,13,14,5,145.25,3,2,2,1,1,75846
10.19,10.42,18,11,13,5,110.42,3,2,1,1,1,47093
10.19,23.84,4,7,12,5,152.31,3,2,2,1,1,60403
10.19,21.53,19,7,14,5,182.23,4,2,2,1,1,43901
10.19,17,25,8,12,5,102.61,3,2,2,1,1,41906
10.19,99,37,0,2,3,110,5,2,2,1,0,126364
10.19,12.21,24,2,13,5,129.66,3,2,2,1,0,44732
10.19,11.02,23,3,8,4,68.4,2,1,1,1,1,65789
10.19,16.3,24,3,9,4,100.28,3,2,2,1,1,46869
10.19,22.14,4,11,12,5,170.93,3,2,2,1,1,53238
10.19,13.65,22,1,9,4,74.34,3,1,1,1,1,51116
10.19,26.69,28,4,7,4,174.19,6,0,6,1,1,45066
10.19,10.73,26,16,16,5,129.28,3,2,2,1,1,47678
10.19,12.23,22,3,8,4,78.67,2,2,1,1,1,49320
10.19,15.54,22,4,8,4,100.95,3,2,1,1,1,49331
10.19,24.04,4,11,12,5,182.43,3,2,2,1,1,57348
10.19,8.12,22,3,16,5,116.8,3,2,2,1,1,45381
10.19,14.06,24,6,7,4,72.6,2,2,1,1,1,50275
10.19,22.84,12,8,13,5,152.42,2,1,2,1,1,66920
10.19,24.83,30,1,5,2,99.58,3,2,2,1,1,42177
10.19,10.82,18,8,14,5,87.28,2,2,1,1,1,54995
10.19,81,46,0,1,3,52.53,2,2,1,1,0,89092
10.19,19.2,32,5,5,2,73.96,2,1,1,1,0,17668
10.19,28.86,35,4,5,2,93.2,3,2,2,1,0,24249
10.19,21.17,4,12,12,5,165.13,3,2,2,1,1,56502
10.19,25.19,8,9,15,5,156.5,2,2,1,1,1,74121
10.19,19.57,25,11,12,5,119.63,2,2,2,1,1,43467
10.19,10.8,26,1,12,5,84.33,3,2,1,1,1,62374
10.19,21.45,29,4,7,4,112.63,3,2,2,1,1,47945
10.19,23.44,26,8,13,5,174.59,4,2,2,1,1,35512
10.19,4.43,23,17,22,5,65.43,2,2,1,1,1,58230
10.19,12.83,26,3,7,4,74.73,2,2,1,1,1,49512
10.19,23.54,25,2,5,2,95.33,2,2,1,1,1,37764
10.19,29.84,25,9,16,5,216.02,4,2,2,1,0,55550
10.19,9.82,18,9,14,5,89.17,1,1,1,1,1,62801
10.19,24.55,27,8,12,5,139.46,4,2,2,1,1,48401
10.19,7.41,23,10,16,5,63.62,2,2,1,1,1,55486
10.19,77,48,0,1,3,47.16,0,0,0,0,0,115564
10.19,6.77,22,8,16,5,80.17,2,2,1,1,1,55140
10.19,11.33,18,8,14,5,109.36,2,2,1,1,1,58339
10.19,37.89,4,14,20,5,298.94,4,2,2,1,1,79615
10.19,21.82,7,2,12,5,131.33,3,2,2,1,1,57030
10.19,90,45,0,1,3,61.8,3,2,1,1,0,78155
10.19,101,22,0,4,3,228.4,5,2,4,1,0,66550
10.19,10.74,24,4,16,5,85.08,2,2,1,1,1,50541
10.19,6.97,8,16,17,1,106.02,0,0,0,1,1,68100
10.19,14.9,12,13,14,5,142.64,3,2,2,1,1,71509
10.19,24.23,30,4,5,2,97.17,3,2,1,1,1,36019
10.19,14.26,24,14,14,5,133.5,3,2,2,1,1,51386
10.19,30.13,28,4,7,4,199.46,4,2,2,1,1,43868
10.19,86.88,23,0,4,3,188.45,5,2,3,1,0,61024
10.19,9.82,24,16,17,5,118.87,3,2,2,1,1,48793
10.19,32,24,4,11,5,187.85,4,2,2,1,1,47112
10.19,10.26,23,6,12,5,75.97,2,1,1,1,1,50020
10.19,3.59,23,11,16,1,27.1,1,0,1,1,1,46125
10.19,16.55,24,2,7,4,101.91,3,2,2,1,0,47885
10.19,21.9,34,1,5,2,73.08,3,2,1,1,0,57471
10.19,5.8,27,4,7,1,31.14,1,1,1,1,1,63884
10.19,14.89,13,3,9,4,99.03,2,1,2,1,1,53014
10.19,15.24,26,7,7,4,83.18,3,2,2,1,1,57706
10.19,63,48,0,2,3,91.39,5,2,2,1,0,85349
10.19,32.09,38,2,4,2,70.9,3,2,1,1,0,45134
10.19,27.7,4,4,12,5,173.98,3,2,2,1,1,58512
10.19,11.62,24,15,15,5,105.77,3,2,2,1,1,52945
10.19,23.29,4,9,12,5,142.8,3,2,2,1,1,76510
10.19,13.76,4,7,11,5,69.67,2,2,2,1,1,64303
10.19,8.36,25,14,16,5,110.93,3,2,2,1,1,53187
10.19,27.35,5,17,24,5,273.53,4,2,2,1,1,72021
10.19,21.2,28,6,7,4,116.69,3,2,2,1,1,43706
10.19,10.98,24,17,17,5,136.75,3,2,2,1,1,45704
10.19,22.24,26,4,12,5,156.38,3,2,2,1,1,43484
10.19,73,31,0,3,3,158.51,4,2,3,1,0,63088
10.19,17.92,18,5,16,5,129.77,3,2,2,1,1,58565
10.19,19.5,38,2,4,2,67.86,2,2,1,1,0,52756
10.19,12.71,25,7,12,5,108.93,3,2,2,1,1,46819
10.19,21.04,27,2,12,5,121.74,3,2,1,1,1,49285
10.19,174,32,0,3,3,312.4,7,2,4,1,0,96031
10.19,13.56,23,8,13,5,145.11,3,2,2,1,1,50307
10.19,21.8,26,11,12,5,147.01,3,1,2,1,1,48976
10.19,16.29,20,14,14,5,168.47,3,2,2,1,1,59358
10.19,16.72,18,12,16,5,146.65,3,2,2,1,1,53870
10.19,14.17,23,7,16,5,113.46,3,2,2,1,1,46448
10.19,22.37,27,3,13,5,136.99,4,2,2,1,1,48909
10.19,22.11,25,3,7,4,130.39,3,2,2,1,1,40264
10.19,20.64,27,11,13,5,129.99,3,2,2,1,1,46157
10.19,18.44,37,1,5,2,70.95,3,2,2,1,0,109937
10.19,7.74,26,13,14,1,54.4,1,0,1,1,1,44118
10.19,8.24,20,5,25,5,104.39,3,2,2,1,1,52687
10.19,31.2,28,3,8,4,177.92,4,2,2,1,1,38219
10.19,27.87,36,1,5,2,75.39,2,1,1,1,0,59690
10.19,19.89,5,15,15,5,180.8,3,2,2,1,0,49779
10.19,21.66,27,7,7,4,131.18,3,2,2,1,1,50770
10.19,18,24,6,9,4,131.71,3,2,2,1,1,46162
10.19,19.15,26,4,8,4,116.13,3,2,2,1,1,50805
10.19,5.84,5,15,22,1,63.43,1,1,1,1,1,89863
10.19,34.65,25,5,16,5,249.32,4,2,2,1,1,40109
10.19,15.23,23,4,8,4,93.44,3,2,2,1,1,49229
10.19,19.29,5,12,15,5,160.19,3,2,2,1,1,56058
10.19,180.69,13,0,4,3,270.59,5,2,4,1,0,73989
10.19,24.98,12,3,12,5,165.82,4,2,2,1,1,48894
10.19,18.01,7,8,12,5,108.51,2,2,1,1,1,53679
10.19,22.26,26,10,11,5,136.94,3,2,2,1,1,46371
10.19,16.35,23,7,7,4,96.85,3,2,2,1,1,27453
10.19,21.91,25,10,12,5,125.36,3,2,2,1,1,50255
10.19,9.24,5,7,22,5,94.14,2,2,2,1,1,74357
10.19,23.86,26,5,6,4,104.32,3,2,2,1,1,42657
10.19,6.9,25,6,7,1,38.1,1,1,1,1,1,45407
10.19,28.69,24,6,8,4,188.21,3,2,2,1,1,42506
10.19,13.21,20,10,14,5,133.56,3,2,2,1,1,43276
10.19,132,34,0,2,3,123.62,4,1,2,1,0,58243
10.19,57,45,0,1,3,27.09,1,1,1,1,0,125508
10.19,34.38,4,7,12,5,195.56,4,2,2,1,1,70311
10.19,15.07,19,8,9,4,110.56,2,2,1,1,1,52460
10.19,24.04,4,12,12,5,182.43,3,2,2,1,1,50978
10.19,26.61,32,1,5,2,85.82,3,2,2,1,0,52435
10.19,12.5,23,4,13,5,135.31,4,2,2,1,1,51585
10.19,32.84,29,5,7,4,197.42,3,2,2,1,1,43562
10.19,5.19,26,8,16,1,55.23,1,1,1,1,1,42549
10.19,13.61,8,6,12,5,117.92,2,1,1,1,1,58514
10.19,27.35,6,8,24,5,294.81,4,2,2,1,1,72928
10.19,26.26,28,5,7,4,157.82,4,2,2,1,1,39916
10.19,21.84,27,7,10,4,133.85,3,2,2,1,1,39746
10.19,23.68,27,6,6,4,150.39,3,2,2,1,1,57717
10.19,9.99,5,13,22,5,111.52,2,2,2,1,1,74067
10.19,10.8,26,7,10,4,123.08,3,2,2,1,0,48424
10.19,68,41,0,2,3,95.02,4,2,2,1,0,89455
10.19,39,24,1,11,5,115.61,4,2,2,1,1,62278
10.19,21.64,27,10,16,5,194.98,4,2,2,1,1,37852
10.19,29.1,36,5,5,2,94.91,4,2,2,1,0,28975
10.19,19.2,33,5,5,2,66.54,2,1,1,1,0,19550
10.19,18.9,33,3,5,2,82.63,3,2,1,1,1,33886
10.19,14.71,21,7,13,5,120.74,3,2,2,1,1,49694
10.19,28.9,28,13,15,5,157.77,3,2,2,1,0,33657
10.19,23.35,25,6,7,4,121.99,3,2,2,1,1,37708
10.19,83,30,0,2,3,131.67,4,1,2,1,0,26582
10.19,67,46,0,2,3,82.32,4,2,2,1,0,104470
