 Population,Total area of land transferred squaremeters,Houseage,shiftinglevel,Total number of floors,building state,Building transfer total area squaremeters,Room,Hall,Bathroom,Compartment,management,Unit price square meters
2.32,135.01,27,0,2,3,123.64,3,2,2,1,0,56616
2.32,80.3,28,0,2,3,114.97,4,2,2,1,0,16833
2.32,121.22,43,0,3,3,143.6,0,0,0,0,0,38301
2.32,19.1,56,0,2,3,7.04,0,0,0,0,0,170455
2.32,59.73,43,0,2,3,56.7,5,2,2,1,0,97002
2.32,72.25,43,0,2,3,76.8,5,1,5,1,0,25433
0.52,85.7,43,0,2,3,107.84,3,3,2,1,0,41728
0.52,85.7,43,0,2,3,107.84,4,3,2,1,0,51929
4.49,19.96,22,3,7,4,116.46,2,2,1,1,0,49287
4.49,15.28,26,8,12,5,134.95,3,2,2,1,1,41497
4.49,22.5,26,2,7,4,149.52,3,2,2,1,1,40126
4.49,13.54,27,5,7,4,85.78,2,2,2,1,1,51527
4.49,9.03,26,4,7,1,49.77,1,1,1,1,1,47217
4.49,25.2,26,6,7,4,94.84,3,2,2,1,1,55356
4.49,33.28,27,7,7,4,136.5,6,0,6,1,1,54066
4.49,21.39,27,5,7,4,95.95,3,1,2,1,0,20844
4.49,9.03,27,3,7,1,34.89,1,0,1,1,1,49871
4.49,25.2,27,2,7,4,94.59,4,2,2,1,1,55820
4.49,22.82,27,1,7,4,100.83,2,2,1,1,1,46613
4.49,30.43,27,2,7,4,129.69,4,2,2,1,1,53589
4.49,12.01,26,10,12,5,104.65,3,2,2,1,1,49212
4.49,11.06,26,12,12,5,96.63,3,2,2,1,1,40153
4.49,14.54,27,6,12,5,126.81,3,2,2,1,1,54250
4.49,4.42,27,4,12,1,38.14,1,1,1,1,1,45884
4.49,7.9,27,3,12,5,68.13,2,1,1,1,1,60179
4.49,13.27,27,7,12,5,115.64,4,2,2,1,1,35022
4.49,26.9,21,11,12,5,185.1,4,2,2,1,1,42193
4.49,15.28,21,10,12,5,112.98,2,2,1,1,1,44256
4.49,22.17,22,6,13,5,157.33,3,2,2,1,1,57840
4.49,10.98,21,5,13,5,90.99,2,2,1,1,1,46708
4.49,13.56,22,3,12,5,105.08,2,2,1,1,1,40921
4.49,10.98,22,5,13,5,90.99,2,2,1,1,1,60996
4.49,17.22,21,7,12,5,119.72,3,2,1,1,1,52623
4.49,13.56,21,5,12,5,105.08,3,2,1,1,1,52341
4.49,20.23,22,5,12,5,153.54,2,2,1,1,1,31914
4.49,18.08,22,10,12,5,106.8,3,2,2,1,1,51498
4.49,18.73,22,7,12,5,136.83,3,2,2,1,1,48600
4.49,13.56,22,9,12,5,105.08,2,2,1,1,1,46931
4.49,18.08,21,8,13,5,131.85,3,2,2,1,1,47251
4.49,22.17,21,3,13,5,152.38,3,2,2,1,1,47578
4.49,106.67,22,0,4,3,198.2,5,2,5,1,1,84763
4.49,18.29,21,7,13,5,133.76,2,2,2,1,1,42614
4.49,18.29,21,10,13,5,134.39,3,2,2,1,1,46878
4.49,18.08,21,2,12,5,119.33,3,2,2,1,1,43577
4.49,18.08,22,5,12,5,106.8,3,2,2,1,1,46816
4.49,18.29,22,9,13,5,133.76,3,2,2,1,1,48594
4.49,18.29,22,13,13,5,109.34,3,1,2,1,1,41156
4.49,21.74,22,5,12,5,146.49,3,2,2,1,0,49147
4.49,17.86,22,11,12,5,130.78,3,2,2,1,1,48937
4.49,18.08,21,11,12,5,132.49,3,2,2,1,1,49060
4.49,18.08,22,10,12,5,132.49,3,2,2,1,1,46041
4.49,18.08,22,2,12,5,132.49,3,2,2,1,1,45286
4.49,18.08,21,9,12,5,131.85,2,2,2,1,1,50360
4.49,17.86,22,11,12,5,118.26,4,2,2,1,1,46508
4.49,18.08,22,3,12,5,106.8,3,2,2,1,1,51498
4.49,14.21,22,10,13,5,95.63,2,2,1,1,1,52599
4.49,13.18,24,1,16,5,117.82,3,2,2,1,1,46257
4.49,15.26,25,14,16,5,133.99,3,2,2,1,1,44779
4.49,14.57,25,13,16,5,129.55,3,2,2,1,1,47086
4.49,15.26,24,15,16,5,150.98,4,2,2,1,1,47688
4.49,17.34,25,2,16,5,151.58,3,2,2,1,1,41562
4.49,15.26,25,8,16,5,135.93,4,2,2,1,1,45612
4.49,20.11,24,13,16,5,205.29,4,2,2,1,1,42379
4.49,13.18,24,12,16,5,113.14,3,2,2,1,1,32703
4.49,10.46,22,16,21,5,150.61,4,2,2,1,1,44021
4.49,8.89,23,5,21,5,124.59,3,2,2,1,1,43743
4.49,7.99,23,6,15,5,105.2,2,2,1,1,1,48289
4.49,9.41,23,6,21,5,124.39,3,2,2,1,1,48235
4.49,10.46,23,15,21,5,140.77,4,2,2,1,1,49727
4.49,9.41,23,18,21,5,109.07,3,2,2,1,1,48134
4.49,13.89,25,5,13,5,122.28,3,2,2,1,1,51521
4.49,18.1,26,13,13,5,163.36,3,2,2,1,1,42850
4.49,14.83,25,3,17,5,131.49,3,1,2,1,1,62456
4.49,70,28,0,3,3,132.88,5,3,4,1,0,95951
4.49,11.51,22,14,21,5,143.26,4,2,2,1,1,39439
4.49,7.42,25,10,17,5,64.54,3,1,2,1,1,43384
4.49,8.33,27,6,16,5,79.39,3,1,1,1,1,49125
4.49,16.18,24,3,12,5,114.33,3,2,2,1,1,43733
4.49,15.42,26,10,16,5,213.2,4,2,2,1,1,40949
4.49,10.06,26,3,16,5,133.36,3,2,2,1,1,46941
4.49,72,38,0,3,3,150.53,4,2,3,1,0,19800
4.49,72,39,0,3,3,150.53,11,0,11,1,0,103634
4.49,72,39,0,3,3,150.53,11,0,11,1,0,103634
4.49,48,38,5,5,2,178.9,8,0,8,1,0,43041
4.49,25.56,34,5,5,2,87.69,3,2,1,1,0,43334
4.49,32.1,34,5,5,2,111.11,3,2,2,1,0,27000
4.49,36.3,39,5,5,2,107.1,6,0,6,1,0,56022
4.49,11.42,22,3,14,5,119.58,3,2,2,1,1,45994
4.49,10.28,22,11,14,5,111.4,3,1,2,1,1,45601
4.49,11.89,27,8,14,5,101.6,3,2,2,1,1,50202
4.49,16.03,27,6,14,5,136.28,3,2,2,1,1,47109
4.49,16.03,28,5,14,5,136.28,3,2,2,1,1,43146
4.49,16.03,28,10,14,5,136.34,3,2,2,1,1,36306
4.49,11.89,28,11,14,5,101.6,3,2,2,1,1,51678
4.49,10.86,28,11,14,5,90.62,2,2,2,1,1,47456
4.49,27,38,4,5,2,86.18,4,0,4,1,0,52448
4.49,30,38,5,5,2,89.39,6,0,6,1,0,61864
4.49,18,39,4,5,2,57.62,2,1,1,1,0,46859
4.49,25.29,29,6,7,4,135.94,3,2,2,1,1,36781
4.49,25.29,29,6,7,4,135.94,3,2,2,1,1,40091
4.49,18.49,26,3,12,5,164.59,4,2,2,1,1,45568
4.49,27,25,6,7,4,208.47,7,7,7,1,1,36456
4.49,16.52,25,6,7,4,122.19,3,2,2,1,1,39692
4.49,16.88,24,13,13,5,155.74,3,2,2,1,1,54578
4.49,3.1,24,13,13,1,28.8,1,1,1,1,1,38194
4.49,3.3,25,9,13,1,30.45,1,0,1,1,1,50903
4.49,142,53,0,2,3,108.8,15,0,15,1,0,137868
4.49,6.09,37,5,7,1,31.09,1,1,1,1,1,34095
4.49,16.35,37,4,7,4,83.37,3,2,1,1,1,38623
4.49,6.09,38,5,7,1,31.09,1,1,1,1,1,53715
4.49,16.35,38,4,7,4,83.37,3,2,1,1,1,49178
4.49,11.31,23,7,19,5,126.13,3,1,2,1,1,42813
4.49,38.18,43,2,4,2,94.69,3,2,2,1,0,42138
4.49,8.31,21,4,14,5,107.22,3,2,2,1,1,58030
4.49,13.05,21,2,14,5,123.53,3,2,2,1,1,53428
4.49,10.6,21,4,14,5,121.14,3,2,2,1,1,56133
4.49,15.23,20,3,14,5,132.19,4,2,2,1,1,52878
4.49,10.49,21,6,14,5,102.96,2,2,2,1,1,60023
4.49,7.97,21,3,14,5,69.24,2,2,1,1,1,52787
4.49,19.42,26,2,8,4,134.19,3,2,2,1,1,44713
4.49,15.23,21,11,14,5,155.36,4,2,2,1,1,54712
4.49,17.6,20,3,14,5,176.05,3,2,2,1,1,46578
4.49,9.98,22,13,17,5,132.04,3,2,2,1,1,41503
4.49,9.45,23,15,17,5,126.11,3,2,2,1,1,45595
4.49,9.45,23,5,17,5,135.35,3,1,2,1,1,48762
4.49,4.99,23,8,17,5,134.52,3,2,2,1,1,44231
4.49,11.29,22,17,17,5,144.2,3,2,2,1,1,45076
4.49,4.33,22,16,17,5,57.01,2,1,2,1,1,45598
4.49,9.52,23,4,17,5,132.44,3,2,2,1,1,49834
4.49,15.71,20,13,14,5,141.32,3,2,2,1,1,42924
4.49,15.71,21,6,14,5,142.47,3,2,2,1,1,47378
4.49,69,48,0,2,3,79.64,6,0,6,1,0,130337
4.49,25.2,41,2,5,2,81.2,3,2,2,1,0,32020
4.49,12.03,37,5,7,4,85.35,3,2,1,1,1,49209
4.49,11.06,38,4,7,4,78.61,2,1,1,1,0,39181
4.49,23.71,26,6,7,4,147.94,3,2,2,1,1,47857
4.49,46.3,31,4,5,2,140.08,3,1,2,1,0,43547
4.49,18.8,47,2,4,2,65.8,3,0,3,1,0,66565
4.49,22.54,26,6,8,4,141.64,3,2,2,1,1,45044
4.49,33.56,39,5,5,2,92.2,3,2,2,1,0,17354
4.49,18.7,30,2,5,2,70.27,2,1,1,1,0,50093
4.49,80,47,0,2,3,105.79,3,1,2,1,0,127611
4.49,231,49,0,2,3,195.16,3,2,2,1,0,158063
4.49,34.12,40,2,4,2,78.04,4,1,1,1,0,28191
4.49,23.7,38,3,5,2,52.1,2,2,1,1,0,61036
4.49,22.88,41,3,4,2,56.28,2,2,2,1,0,49751
4.49,22.88,42,2,4,2,56.28,2,2,1,1,0,42644
4.49,21.64,21,3,9,4,151.56,4,2,2,1,1,52784
4.49,66,53,0,2,3,118.76,4,2,2,1,0,37471
4.49,63,52,0,3,3,172.35,4,2,3,1,0,113142
4.49,67,52,0,2,3,112.63,0,0,0,0,0,194264
4.49,56.61,41,1,4,2,102.01,4,1,1,1,0,53916
4.49,35.67,32,6,7,4,180.89,4,2,2,1,0,34551
4.49,35.67,32,7,7,4,216.52,3,2,2,1,0,43876
4.49,27.5,39,3,5,2,77.31,3,2,2,1,0,34924
4.49,35.02,31,5,5,4,124.01,3,2,2,1,1,40319
4.49,26.87,32,4,5,2,96.58,3,2,2,1,1,36239
4.49,9.93,26,3,12,5,127.78,3,2,2,1,1,37562
4.49,8.62,26,3,12,5,111.07,3,2,2,1,1,44382
4.49,9.93,27,3,12,5,127.78,3,2,2,1,1,50865
4.49,12.31,27,10,13,5,126.66,3,1,2,1,0,45792
4.49,14.75,27,7,13,5,126.76,3,2,2,1,0,45756
4.49,85,44,0,2,3,91.64,4,2,2,1,0,113488
4.49,77,45,0,2,3,90.72,5,2,2,1,0,92372
4.49,12.25,26,6,13,5,110.74,3,2,2,1,1,62308
4.49,24.03,39,3,5,2,69.59,3,2,2,1,0,53169
4.49,33.18,29,2,7,4,169.8,3,2,2,1,1,38751
4.49,80,46,0,2,3,80.56,5,3,4,1,0,125372
4.49,94,32,0,3,3,156.01,5,3,2,1,0,95507
4.49,11.85,25,6,17,5,129.51,3,2,1,1,1,45711
4.49,22.92,28,13,14,5,178.56,3,2,2,1,1,43680
4.49,11.98,28,6,14,5,87.59,2,1,1,1,1,50006
4.49,10.1,28,14,14,5,83.55,2,2,1,1,1,50874
4.49,13.77,21,4,14,5,116.18,3,2,2,1,1,55948
4.49,13.77,22,6,14,5,115.84,3,2,2,1,1,56380
4.49,18,22,11,14,5,146.56,4,2,2,1,1,54470
4.49,12,21,5,14,5,102.05,2,2,2,1,1,56835
4.49,13.77,21,12,14,5,115.49,3,2,2,1,1,60611
4.49,14.12,21,7,14,5,117.19,3,2,1,1,1,58025
4.49,82,42,0,2,3,90,4,3,3,1,0,122222
4.49,0.14,24,7,14,5,2.15,3,2,2,1,1,46512
4.49,15.52,25,6,13,5,146.79,3,2,2,1,1,53137
4.49,91,52,0,2,3,90.5,3,2,2,1,0,71271
4.49,91,53,0,2,3,90.5,3,2,2,1,0,88619
4.49,31.75,42,3,4,2,114.06,3,2,2,1,0,41206
4.49,7.07,34,2,6,4,174.97,6,1,6,1,1,52580
4.49,10.59,26,7,12,5,74.82,3,2,2,1,1,56803
4.49,73,46,0,2,3,102.78,3,2,3,1,0,107025
4.49,101,55,0,2,3,71.76,3,2,2,1,0,94948
4.49,18.71,26,9,12,5,132.03,3,2,2,1,1,40218
4.49,18.71,26,6,12,5,115.19,3,2,2,1,0,43407
4.49,14.97,26,6,12,5,87.77,2,2,1,1,1,45346
4.49,17.87,34,3,5,2,63.55,3,1,1,1,0,37766
4.49,19.18,25,8,12,5,117.96,3,2,2,1,1,43235
4.49,20.58,26,10,12,5,128.49,3,2,2,1,1,42805
4.49,7.86,24,8,22,5,108.91,3,2,2,1,1,52337
4.49,6.23,24,20,22,5,92.92,2,2,2,1,1,51657
4.49,8.93,25,9,22,5,128.14,3,2,2,1,1,50726
4.49,7.98,25,21,22,5,117.31,3,2,2,1,1,52169
4.49,7.82,25,21,22,5,110.78,3,2,2,1,1,50551
4.49,8.53,25,5,22,5,127.22,3,2,2,1,1,53294
4.49,15.58,26,12,16,5,160.76,3,2,2,1,1,44784
4.49,8.49,26,2,16,5,91.95,3,2,1,1,1,36194
4.49,22.32,26,12,16,5,232.15,3,2,2,1,1,51174
4.49,37.01,41,8,8,4,70.2,3,1,1,1,0,37749
4.49,33.6,38,5,5,2,106.76,3,2,2,1,0,16860
4.49,3.9,26,2,7,1,26.65,1,0,1,1,1,58161
4.49,28.7,40,5,5,2,90.69,3,2,2,1,0,35836
4.49,39.25,42,4,4,2,101.06,3,2,2,1,0,43538
4.49,74,44,0,3,3,137.25,4,2,3,1,0,40073
4.49,21.84,27,16,16,5,198.85,4,2,2,1,1,39226
4.49,11.07,26,13,16,5,102.75,3,2,2,1,1,51582
4.49,26.04,28,4,16,5,191.74,4,2,2,1,1,43444
4.49,11.07,25,13,16,5,104.41,3,2,2,1,1,42620
4.49,12,26,12,16,5,117.67,3,2,2,1,1,49035
4.49,11.07,26,13,16,5,104.41,3,2,2,1,1,56316
4.49,10.61,26,16,16,5,101.08,2,2,2,1,1,47487
4.49,31.83,39,3,4,1,68.8,4,0,4,1,0,61773
4.49,36.19,28,5,12,5,146.01,3,2,2,1,1,52051
4.49,36.19,28,7,12,5,119.95,3,2,2,1,1,54606
4.49,38.45,29,10,12,5,157.73,3,2,1,1,1,53890
4.49,12.94,19,12,14,5,137.24,3,2,2,1,1,52463
4.49,9.76,19,8,14,5,105.34,3,2,1,1,1,53636
4.49,4.31,19,8,14,1,48.42,1,1,1,1,1,51632
4.49,9.99,19,14,14,5,106.21,2,1,1,1,1,53196
4.49,18.2,25,6,20,5,184.75,3,2,2,1,1,40866
4.49,11.14,22,3,14,5,117.4,2,2,2,1,1,47359
4.49,13.48,36,4,5,2,52.63,2,2,1,1,1,52252
4.49,9.32,22,3,14,5,101.57,3,2,2,1,1,58088
4.49,19.89,30,4,5,2,81.16,0,0,0,0,0,44603
4.49,76,30,0,3,3,153.26,4,2,3,1,0,71773
4.49,76,30,0,3,3,153.26,5,1,3,1,0,81561
4.49,76,31,0,3,3,125.01,4,2,2,1,0,82393
4.49,8.93,24,8,22,5,127.84,3,2,2,1,1,46308
4.49,76,45,0,3,3,170.94,4,2,2,1,0,82485
4.49,9.13,24,6,22,5,146.02,3,2,2,1,1,57184
4.49,8.93,24,17,22,5,127.84,3,2,2,1,1,48498
4.49,39.27,41,4,4,2,68.95,5,0,5,1,0,59463
4.49,16.22,28,14,14,5,126.84,3,2,2,1,1,44781
4.49,16.12,21,2,14,5,119.51,3,2,2,1,1,53385
4.49,10.17,25,15,16,5,135.88,3,2,2,1,1,52988
4.49,9.93,26,5,16,5,136.33,3,2,2,1,1,47312
4.49,15.21,25,12,13,5,138.07,4,2,2,1,1,44180
4.49,11.2,25,4,7,1,65.05,1,1,1,1,0,47656
4.49,4.81,26,6,7,1,27.91,1,0,1,1,1,50161
4.49,11.08,25,7,13,5,76.25,2,1,1,1,1,38689
4.49,10.67,25,7,12,5,83.49,0,0,0,0,1,38328
4.49,17.03,25,5,12,5,127.54,3,2,2,1,1,42340
4.49,16.96,26,12,12,5,126.68,3,2,2,1,1,45627
4.49,12.19,26,12,12,5,96,3,2,1,1,1,47917
4.49,8.47,26,12,12,5,66.26,2,2,1,1,1,57350
4.49,17.03,26,5,12,5,127.54,3,2,2,1,1,51748
4.49,76.24,26,0,4,3,230.53,3,2,3,1,1,55958
4.49,15.69,21,9,13,5,154.25,3,2,2,1,1,44214
4.49,18.68,22,1,13,5,140.1,3,2,2,1,1,48965
4.49,14.58,30,10,17,5,130.38,3,2,2,1,1,39270
4.49,16.95,21,4,14,5,185.36,4,1,2,1,1,39653
4.49,30.1,42,5,5,2,91.03,3,2,1,1,0,35703
4.49,35.01,34,1,5,2,86.28,2,1,2,1,0,46361
4.49,35.87,34,4,5,2,94.7,3,2,2,1,0,33791
4.49,43.75,42,4,4,2,99.45,6,0,6,1,0,74408
4.49,15.29,21,8,14,5,148,3,2,2,1,1,65541
4.49,15.29,22,12,14,5,148,3,2,2,1,1,60676
4.49,11.62,26,7,7,4,82.94,2,2,1,1,1,40993
4.49,11.62,27,6,7,4,82.94,2,2,1,1,1,44611
4.49,27.14,27,7,7,4,160.95,4,2,2,1,0,45977
4.49,102,42,0,2,3,103.74,5,2,3,1,0,130133
4.49,91,44,0,2,3,100.2,5,2,2,1,0,109780
4.49,24.03,38,3,5,2,104.56,3,2,2,1,0,42368
4.49,105,38,0,2,3,91.96,6,2,3,1,0,76120
4.49,63,44,0,2,3,70.14,2,2,2,1,0,125463
4.49,57.62,51,0,2,3,33.56,6,2,6,1,0,125149
4.49,13.35,26,4,12,5,117.14,4,1,4,1,1,52928
4.49,16.21,26,6,12,5,118.19,3,2,2,1,1,51189
4.49,13.35,27,4,12,5,116.09,3,1,1,1,1,43242
4.49,16.68,27,6,12,5,121.08,4,2,2,1,1,45425
4.49,12.39,27,6,12,5,88.27,3,2,2,1,1,50980
4.49,16.21,26,4,12,5,119.2,4,2,2,1,1,46141
4.49,16.21,27,8,12,5,118.57,4,1,2,1,1,46217
4.49,20.04,24,6,14,5,110.33,3,2,2,1,1,52116
4.49,19.82,24,8,14,5,110.83,3,2,2,1,1,55581
4.49,20.7,24,7,13,5,101.32,3,2,2,1,1,45401
4.49,18.75,25,4,8,4,115.7,2,2,2,1,1,40619
4.49,17.19,23,8,12,5,92.94,4,0,4,1,1,59178
4.49,78,53,0,2,3,102.26,4,3,2,1,0,136124
4.49,22.1,35,4,5,2,99.85,3,2,2,1,1,30045
4.49,24.75,42,5,5,2,74.22,3,2,2,1,0,39073
4.49,121.06,30,0,2,3,146.25,5,2,6,1,0,68376
4.49,7.1,37,7,12,5,50.23,2,1,1,1,1,53753
4.49,28,38,4,5,2,102.97,3,2,2,1,0,39817
4.49,9.08,38,11,12,5,65.65,2,2,1,1,1,39604
4.49,63,32,0,2,3,97.78,4,2,3,1,0,132952
4.49,3.56,31,6,12,1,39.26,1,1,1,1,1,37188
4.49,42.19,28,7,7,4,219.63,3,2,3,1,1,37336
4.49,59,52,0,2,3,76.29,4,2,3,1,0,69472
4.49,31.54,39,4,5,2,102.05,4,2,2,1,0,39000
4.49,18.74,26,4,7,4,112.96,3,2,2,1,0,19476
4.49,23.34,27,5,7,4,141.01,1,1,1,1,0,35458
4.49,22.97,26,5,7,4,148.57,3,2,2,1,1,37020
4.49,22.97,27,4,7,4,131.86,3,2,2,1,1,41711
4.49,21.28,27,3,7,4,121.31,3,2,2,1,1,38332
4.49,83,43,0,2,3,95.93,4,3,2,1,0,144897
4.49,108,30,0,5,3,421.72,18,2,16,1,0,45054
4.49,72,62,0,1,3,44.07,2,2,1,1,0,65441
4.49,26.13,38,4,5,2,70.59,2,2,1,1,0,36549
4.49,18.53,37,4,7,4,101.95,3,2,2,1,1,44826
4.49,11.6,20,6,11,5,74.8,3,1,1,1,1,71524
4.49,12.55,20,8,11,5,92.35,2,2,1,1,1,62047
4.49,14.82,21,10,11,5,118.35,3,2,2,1,1,55429
4.49,12.89,20,9,14,5,160.51,3,2,2,1,1,64170
4.49,7.33,20,10,14,5,76.29,2,2,1,1,1,66457
4.49,18.96,25,7,7,4,116.93,3,2,2,1,1,40195
4.49,16.29,28,9,14,5,133.92,3,2,2,1,1,50777
4.49,15.1,28,12,14,5,128.06,3,2,2,1,1,43730
4.49,19.87,28,7,14,5,161.96,4,2,2,1,1,44764
4.49,15.5,28,3,14,5,132.59,3,2,2,1,1,49023
4.49,13.11,28,10,14,5,111.28,3,2,2,1,1,48167
4.49,17.57,26,3,7,4,106.94,2,2,1,1,0,28334
4.49,4.93,21,9,9,4,175.76,4,2,2,1,1,50068
4.49,25.44,22,8,9,4,175.55,4,2,2,1,1,55495
4.49,19.41,22,6,8,4,109.39,2,2,2,1,1,29253
4.49,25.16,26,10,12,5,242.51,5,2,3,1,1,36287
4.49,17.73,25,5,12,5,178.61,4,2,2,1,1,40759
4.49,17.06,26,4,12,5,161.11,3,2,2,1,1,39104
4.49,10.86,23,14,24,5,100.39,3,2,1,1,1,44821
4.49,11.69,22,6,18,5,116.82,3,2,2,1,1,43657
4.49,10.84,23,9,24,5,99.23,3,2,2,1,1,48372
4.49,13.66,23,13,24,5,144.06,3,2,2,1,1,49844
4.49,10.86,23,11,24,5,100.78,3,2,2,1,1,52094
4.49,10.84,24,5,24,5,114.59,3,2,2,1,1,47997
4.49,10.78,23,8,18,5,101.22,3,2,2,1,1,49886
4.49,10.84,24,9,24,5,114.56,3,2,2,1,1,55866
4.49,10.86,24,14,24,5,115.72,3,2,1,1,1,49948
4.49,10.57,22,4,18,5,116.41,3,2,2,1,1,50507
4.49,11.58,23,12,18,5,114.07,3,2,2,1,0,48216
4.49,10.89,26,6,15,5,113.82,3,2,2,1,1,40239
4.49,14.84,25,4,15,5,157.42,3,2,2,1,1,40020
4.49,3.88,22,8,19,1,43.02,1,0,1,1,1,46025
4.49,7.75,22,8,19,1,86.85,2,1,1,1,1,44329
4.49,7.75,22,13,19,5,86.85,2,2,1,1,1,55268
4.49,7.75,22,14,19,5,86.85,2,2,1,1,1,43408
4.49,5.17,22,9,19,1,58.43,1,1,1,1,1,44155
4.49,3.88,23,9,19,5,43.02,1,0,1,1,1,43468
4.49,7.75,23,13,19,5,86.85,3,2,3,1,1,49511
4.49,5.17,23,7,19,1,58.43,1,1,1,1,1,52370
4.49,5.17,23,6,19,1,58.43,1,1,1,1,1,43813
4.49,5.17,23,6,19,5,58.43,0,0,0,0,1,41931
4.49,7.75,23,14,19,5,86.85,2,0,1,1,1,44329
4.49,5.17,23,13,19,1,58.43,1,1,1,1,1,33373
4.49,3.88,23,12,19,1,43.02,1,0,1,1,1,45328
4.49,7.75,23,8,19,5,86.85,2,2,1,1,1,42602
4.49,7.75,23,9,19,5,86.85,2,1,1,1,1,43754
4.49,1.91,25,5,15,1,25.06,1,0,1,1,1,59856
4.49,6.86,25,3,15,5,88.59,2,2,1,1,1,45152
4.49,2.23,25,10,15,5,28.72,1,1,1,1,1,48747
4.49,1.91,26,6,15,1,25.75,1,1,1,1,1,49709
4.49,5.42,25,13,15,5,71.41,2,1,1,1,1,46912
4.49,19.7,36,2,5,2,57.51,2,1,1,1,0,26082
4.49,15.15,39,7,7,4,73.55,3,1,2,1,1,43508
4.49,86,38,0,2,3,91.22,3,2,2,1,0,109625
4.49,69,38,0,2,3,91.22,6,1,6,1,0,106336
4.49,17.56,26,3,7,4,99.16,3,1,2,1,0,48407
4.49,54,43,0,2,3,80.8,12,0,12,1,0,136139
4.49,149,41,0,2,3,142.68,6,0,6,1,0,71489
4.49,20.58,41,5,5,2,76.47,4,2,3,1,0,49693
4.49,8.51,26,9,16,5,117.51,3,2,2,1,1,51059
6.91,220,41,0,2,3,132.14,4,2,3,1,0,158922
6.91,91.51,42,0,2,3,93.66,5,2,2,1,0,88618
6.91,95,40,0,2,3,86.22,4,2,3,1,0,107864
6.91,42,40,0,2,3,47.88,2,2,2,1,0,28075
6.91,178,47,0,1,3,55.26,3,2,1,1,0,141151
6.91,178,48,0,1,3,55.26,3,2,2,1,0,158885
6.91,11,24,8,14,5,125.11,3,2,2,1,1,45560
6.91,11,24,8,14,5,125.11,3,2,2,1,1,50995
6.91,149.74,39,0,2,3,101.87,4,3,2,1,0,134976
6.91,17.67,27,2,5,4,80.09,3,2,1,1,0,24972
6.91,78.82,40,0,2,3,85.02,3,2,2,1,0,79981
6.91,112,47,0,1,3,57.05,4,1,1,1,0,89395
6.91,90,34,0,2,3,118.51,4,2,3,1,0,64130
6.91,194,41,0,2,3,100.66,5,2,2,1,0,92390
6.91,17.93,21,0,9,3,129.12,3,2,2,1,1,41434
6.91,35.46,45,0,2,3,37.87,4,2,2,1,0,80671
6.91,209.25,43,0,2,3,113.85,2,2,2,1,0,190865
6.91,12.77,25,3,12,5,117.98,3,2,2,1,1,50432
6.91,26.11,31,3,5,2,117.58,3,2,2,1,0,34019
6.91,35.27,29,4,10,4,177.45,4,2,2,1,1,40857
6.91,109.64,12,0,4,3,211.73,4,2,3,1,0,59037
6.91,122,43,0,2,3,117.96,3,2,2,1,0,89691
6.91,129,42,0,2,3,119.94,4,3,4,1,0,110722
6.91,122,46,0,2,3,110.39,5,3,3,1,0,86783
6.91,217,42,0,2,3,119.94,4,3,3,1,0,89045
6.91,134,44,0,2,3,106.24,5,2,2,1,0,115776
6.91,91.44,45,0,2,3,74.83,4,2,2,1,0,104236
6.91,169.47,25,0,4,3,251.98,5,3,6,1,0,50321
6.91,105.99,25,0,4,3,205.35,5,3,2,1,0,45289
6.91,144,41,0,1,3,85.61,3,1,1,1,0,128490
6.91,134,34,0,2,3,117.35,7,2,4,1,0,110780
6.91,128.36,43,0,1,3,67.16,3,1,1,1,0,152918
6.91,72,33,0,2,3,126.25,4,2,2,1,0,60990
6.91,148.27,41,0,1,3,64.81,3,2,1,1,0,143496
6.91,138.56,40,0,1,3,64.81,3,1,1,1,0,169727
6.91,148.97,41,0,1,3,65.95,2,2,1,1,0,156179
6.91,149.1,41,0,1,3,64.81,4,2,1,1,0,185157
6.91,69.64,23,0,4,3,181,4,3,3,1,1,46961
6.91,75,46,0,1,3,46.81,3,2,2,1,0,41658
6.91,145,42,0,1,3,69.74,3,2,1,1,0,94637
6.91,86,43,0,1,3,46.21,2,1,1,1,0,28132
6.91,57.03,45,0,2,3,80.16,3,2,2,1,0,54391
6.91,69.85,45,0,2,3,101.01,5,2,3,1,0,51975
6.91,69.4,45,0,2,3,99.95,5,0,5,1,0,106053
6.91,190.24,47,0,2,3,163.33,4,2,3,1,0,48246
6.91,73,36,0,3,3,99.38,4,2,2,1,0,78487
6.91,146,37,0,3,3,216.63,4,2,2,1,0,68319
6.91,72.79,43,0,2,3,102.16,4,2,2,1,0,72240
6.91,72.79,44,0,2,3,102.16,4,2,3,1,0,74393
6.91,62.36,34,0,2,3,85.57,4,2,5,1,0,126212
6.91,221.06,43,0,2,3,126.22,0,0,0,0,0,114879
6.91,132.46,39,0,1,3,50.7,2,2,1,1,0,78895
6.91,198.67,49,0,1,3,49.82,2,2,2,1,0,202730
6.91,97.24,50,0,1,3,44.88,3,2,2,1,0,95031
6.91,2.7,25,11,12,1,28.27,1,0,1,1,1,41740
6.91,2.36,25,10,12,1,21.79,1,0,1,1,1,43598
6.91,2.62,26,12,12,5,26.61,1,0,1,1,1,48854
6.91,20.65,36,4,5,2,60.76,2,2,1,1,0,32587
6.91,20.65,36,3,5,2,73.21,3,2,1,1,0,46852
6.91,22.16,46,0,2,3,31.33,4,2,2,1,0,20747
